"","variable","year","mean","sd","lower","upper"
"235","growth_t",1978,0.0976187966513825,0.026717520739507,0.0521985293910009,0.137286553079361
"236","growth_t",1979,0.107684987786132,0.0233440132885023,0.0694584805101112,0.142681887813676
"237","growth_t",1980,0.109702693140706,0.0225030496918287,0.0724679145725616,0.14417728739762
"238","growth_t",1981,0.106820514545441,0.023319404456422,0.0694641438526984,0.142704165856159
"239","growth_t",1982,0.10190891209206,0.0243673039775408,0.0637377148311901,0.139501264175251
"240","growth_t",1983,0.0839698642138771,0.029737731628524,0.0329283224508137,0.125126206547885
"241","growth_t",1984,0.032619401826628,0.0495448964714487,-0.0519336038254949,0.0940528358497177
"242","growth_t",1985,0.0305600829315943,0.0494136439902847,-0.0601475725223619,0.0935809018541717
"243","growth_t",1986,0.0813804542858143,0.0320871638129574,0.0284731536962887,0.127829174107349
"244","growth_t",1987,0.108663976795925,0.022275725242218,0.073161468403173,0.144413800844481
"245","growth_t",1988,0.112991119792462,0.0208444247847088,0.0797847494379121,0.146170257428653
"246","growth_t",1989,0.113584743566163,0.0204391777716851,0.0818942465325609,0.144802255078538
"247","growth_t",1990,0.0770262682508125,0.0311693297405935,0.0202446154362387,0.120809859655654
"248","growth_t",1991,0.0984597434346189,0.0251245983242212,0.0583771098315175,0.135111386493734
"249","growth_t",1992,0.114951529719835,0.0207659898009006,0.0833484981187204,0.146814785344622
"250","growth_t",1993,0.128524276639358,0.0180299784616036,0.100237302423348,0.158071369066915
"251","growth_t",1994,0.128783010231498,0.0180081705763984,0.100219534394169,0.158398763122365
"252","growth_t",1995,0.124510451213422,0.0185171836413872,0.0962143459979412,0.154978443480245
"253","growth_t",1996,0.12077152792265,0.0184649912007992,0.0926737730300013,0.151306337046607
"254","growth_t",1997,0.123396277250094,0.0184524984914599,0.09517532032001,0.153334864909221
"255","growth_t",1998,0.119603619509492,0.018212203920009,0.0918766659920362,0.149365761227325
"256","growth_t",1999,0.124237372305062,0.0182946583997679,0.0960769532625811,0.153869140802791
"257","growth_t",2000,0.128433831005085,0.0181266996417466,0.100044503077416,0.157440078417107
"258","growth_t",2001,0.127593720286593,0.0182908687374352,0.0986655809047721,0.157244493503337
"259","growth_t",2002,0.126564567078617,0.0183508695826792,0.0976324805910409,0.156434759200457
"260","growth_t",2003,0.124551442540924,0.0183364263849428,0.0956088804554476,0.154386596246875
"261","growth_t",2004,0.125602375731742,0.0183962779044587,0.0964710799257957,0.155703025625078
"262","growth_t",2005,0.125492881612445,0.0174889909378245,0.0981809207641593,0.153662292061715
"263","growth_t",2006,0.125274220598357,0.017851821060389,0.0978125623399326,0.154099231471226
"264","growth_t",2007,0.128969214161077,0.0179079020618608,0.100927761407936,0.157729276748157
"265","growth_t",2008,0.128624283314675,0.0177995681507768,0.100686340152759,0.158047202607576
"266","growth_t",2009,0.127407242438507,0.0177794524960729,0.0998261124912255,0.156640407919065
"267","growth_t",2010,0.128544200362599,0.0177993950184346,0.100924870519922,0.157572180649855
"268","growth_t",2011,0.128186622640968,0.0176383512936521,0.100571938310646,0.156544077811832
"269","growth_t",2012,0.126849904044905,0.017608892708157,0.0991362510201456,0.156035280800923
"270","growth_t",2013,0.125851108450208,0.0180578104726033,0.09775104339137,0.155020364694789
"271","growth_t",2014,0.125818761158664,0.0177189800147714,0.0978389966498602,0.154691312443162
"272","growth_t",2015,0.125334662739168,0.0177891280130032,0.097711946917285,0.154247943378992
"273","growth_t",2016,0.12724288376016,0.0180525939760386,0.0991155054831089,0.156394288247821
"274","growth_t",2017,0.126931871997417,0.0182602363810482,0.0987600122040416,0.156287790418297
"275","growth_t",2018,0.11589934027481,0.0182992494915372,0.0872897456799466,0.146511939476192
"276","index_hat_t",1951,92564.3237526796,17507.7842516588,68188.1176660229,122133.518457347
"277","index_hat_t",1952,95737.5545126382,20587.4015182992,66720.6908249532,130812.346461521
"278","index_hat_t",1953,83418.3058924497,17918.3887264323,59002.1664640093,114625.377848519
"279","index_hat_t",1954,72310.1297553297,15352.9412018062,51181.4539164938,99154.5724852895
"280","index_hat_t",1955,66099.5100040428,14540.0381918773,46698.6995423287,88943.3150575629
"281","index_hat_t",1956,73181.2590357616,15131.0638237881,53016.5367715436,100421.319450969
"282","index_hat_t",1957,82809.643260174,17545.794172698,58598.1051333455,112161.799276217
"283","index_hat_t",1958,90228.6496083063,19551.8567768158,64297.392435194,123139.861466581
"284","index_hat_t",1959,88700.915590585,19129.603584721,62297.3254023906,121859.908386895
"285","index_hat_t",1960,83376.8141010129,17986.6637126247,58698.3645699118,114827.421857357
"286","index_hat_t",1961,74124.3489616685,15601.9636088979,53435.8368263643,101078.559251046
"287","index_hat_t",1962,78488.8920689904,16763.3111968569,55558.4101757928,107367.551734076
"288","index_hat_t",1963,81270.3386124094,17168.099815278,57809.2250712589,111090.988648959
"289","index_hat_t",1964,87694.9615749296,19268.5642095072,62261.3542493521,120865.876170922
"290","index_hat_t",1965,77089.8944076068,16852.6785457063,54298.5120824285,106171.901382393
"291","index_hat_t",1966,67290.8708072157,14407.9325189264,47319.6081847613,92163.2122266848
"292","index_hat_t",1967,64435.5628483314,13458.8151215449,46588.9538454619,86929.0096073053
"293","index_hat_t",1968,62817.9909301178,13562.3258250585,44667.5919323392,85693.2411265689
"294","index_hat_t",1969,67056.3987334701,14307.5627438574,47923.9724502102,91464.6408955094
"295","index_hat_t",1970,71522.5784041633,15398.0195233636,50029.6522346535,99402.4471903079
"296","index_hat_t",1971,73549.4390312297,15733.2812365819,51655.8654651456,99811.6656103591
"297","index_hat_t",1972,84936.1814616094,18288.3081003832,60439.5539968721,115793.8901848
"298","index_hat_t",1973,102786.503918415,22019.6524422101,73795.089961741,140788.191565545
"299","index_hat_t",1974,98812.8803091425,20883.4003066227,70099.1230143925,134838.573213931
"300","index_hat_t",1975,91935.4281206734,19549.012369176,65414.0458058395,124579.442607598
"301","index_hat_t",1976,84418.7568685645,18290.1032449131,59410.7646642698,116360.260925626
"302","index_hat_t",1977,88067.9392075513,19387.6967339976,62049.8116275795,122561.588230966
"303","index_hat_t",1978,83211.2349547371,18089.98133816,59108.0347019905,115802.436254337
"304","index_hat_t",1979,78178.3348287329,16829.2059050503,54929.7215159973,107320.31257437
"305","index_hat_t",1980,76955.034857755,16540.5188564694,54639.4339579156,106262.853720258
"306","index_hat_t",1981,78632.0244694348,16493.0183087766,56314.6510347507,106256.737985983
"307","index_hat_t",1982,81274.9213508828,16895.8131835239,58638.5492124632,110374.107398955
"308","index_hat_t",1983,88780.3475440217,18258.8443163173,64701.2130109307,119423.382602334
"309","index_hat_t",1984,103872.622866429,21511.6286845502,76242.3179244966,141913.399773101
"310","index_hat_t",1985,104489.260651881,21564.6145805642,74616.5640450366,142403.03863133
"311","index_hat_t",1986,89564.7789018097,18660.3119774288,63680.8988267018,121277.189192229
"312","index_hat_t",1987,77844.9725300966,16156.2034519425,55485.2270303539,105889.680898058
"313","index_hat_t",1988,75273.9083506609,15428.1745020981,54337.6625794914,101352.954018011
"314","index_hat_t",1989,74797.101309411,15141.2033965037,54488.337621526,99214.6624320132
"315","index_hat_t",1990,90802.2200811451,17805.5740614501,68072.5573748736,121133.362484389
"316","index_hat_t",1991,82674.1746993562,16766.0089668425,60407.5164136293,111913.847704528
"317","index_hat_t",1992,73796.6790881161,15219.7614796552,53883.6169719376,99967.7396053907
"318","index_hat_t",1993,58669.8997950626,12227.7301521972,42415.2097975678,80159.477954672
"319","index_hat_t",1994,55706.4403317858,11500.5241395022,40264.7681483135,75841.5454137378
"320","index_hat_t",1995,45496.4601510416,9386.5616388091,32970.9358766696,62126.0496289796
